Id,SalePrice
1461,127835.722
1462,153870.487
1463,175268.858
1464,182936.611
1465,205736.092
1466,184014.634
1467,169855.635
1468,176122.401
1469,176338.992
1470,123161.057
1471,195453.175
1472,94978.376
1473,95769.215
1474,150485.794
1475,138962.195
1476,344761.062
1477,263077.316
1478,292873.224
1479,245703.719
1480,493746.242
1481,318959.088
1482,213747.259
1483,177247.575
1484,174859.781
1485,171242.647
1486,201961.002
1487,327180.731
1488,250158.383
1489,209920.913
1490,197907.457
1491,190867.225
1492,102776.829
1493,176685.813
1494,314453.448
1495,303174.852
1496,220666.364
1497,189563.722
1498,153359.772
1499,153280.693
1500,146438.70333333334
1501,176101.317
1502,163012.776
1503,294740.503
1504,236542.941
1505,218793.598
1506,186416.394
1507,231426.914
1508,202826.709
1509,168468.099
1510,149062.384
1511,146108.825
1512,162088.599
1513,163547.834
1514,157341.009
1515,183384.765
1516,166169.6
1517,151663.811
1518,133219.648
1519,227133.06
1520,136886.617
1521,142039.775
1522,165415.622
1523,118207.373
1524,124600.609
1525,127214.84
1526,129689.467
1527,105452.523
1528,129343.821
1529,142405.953
1530,165604.074
1531,123626.411
1532,111024.546
1533,151171.592
1534,118802.344
1535,148103.08
1536,117027.676
1537,74306.809
1538,193841.077
1539,254411.646
1540,121852.136
1541,151454.332
1542,141617.319
1543,211820.099
1544,80478.37
1545,107565.306
1546,120601.745
1547,136628.609
1548,135698.75
1549,115432.461
1550,139802.209
1551,118893.35
1552,140815.445
1553,148574.595
1554,115242.276
1555,156622.018
1556,100921.958
1557,122712.536
1558,95205.747
1559,118705.679
1560,145202.285
1561,148351.179
1562,130062.197
1563,125792.132
1564,162233.438
1565,154399.596
1566,227283.321
1567,81648.973
1568,224138.58
1569,138656.829
1570,129338.248
1571,131336.507
1572,145532.145
1573,235994.09
1574,136490.377
1575,214053.819
1576,213777.53
1577,200259.673
1578,158870.363
1579,144419.16976190478
1580,189655.95
1581,138683.783
1582,130775.98
1583,352528.068
1584,237429.09
1585,140132.37333333332
1586,75235.456
1587,108487.287
1588,143907.356
1589,101657.706
1590,134224.793
1591,107101.354
1592,128864.343
1593,118303.834
1594,150795.385
1595,119810.999
1596,226942.293
1597,165256.922
1598,185282.622
1599,234816.658
1600,197829.972
1601,72546.428
1602,109052.948
1603,97644.108
1604,277515.956
1605,259720.712
1606,166699.285
1607,180191.191
1608,207672.444
1609,190871.092
1610,157011.599
1611,155053.628
1612,166363.202
1613,172079.403
1614,123606.01033333332
1615,89707.321
1616,84746.295
1617,92635.601
1618,128147.685
1619,131733.34566666666
1620,164857.087
1621,142672.256
1622,156953.795
1623,303198.414
1624,213242.859
1625,131462.414
1626,168848.722
1627,187771.863
1628,286728.732
1629,177281.428
1630,391563.833
1631,232005.741
1632,258460.299
1633,169318.475
1634,183609.578
1635,178906.398
1636,161196.871
1637,168415.32
1638,211007.96
1639,182634.801
1640,248662.87
1641,186650.354
1642,222023.543
1643,224760.134
1644,229153.486
1645,177142.377
1646,154709.65
1647,159929.835
1648,139188.029
1649,137823.325
1650,122428.599
1651,123419.24
1652,90905.504
1653,99474.516
1654,154439.264
1655,157560.05033333332
1656,150484.179
1657,154566.89
1658,150715.195
1659,145144.379
1660,146659.3253333333
1661,427745.227
1662,346491.401
1663,373240.193
1664,470073.478
1665,302397.62
1666,339395.814
1667,353233.936
1668,322123.884
1669,281141.154
1670,330146.831
1671,265938.794
1672,500510.618
1673,303744.819
1674,256361.059
1675,187431.754
1676,192428.455
1677,200854.563
1678,476139.158
1679,383926.092
1680,326284.863
1681,257308.848
1682,305021.21
1683,186194.818
1684,171052.784
1685,175999.187
1686,169844.62
1687,167246.701
1688,185410.177
1689,190139.216
1690,185762.065
1691,173196.474
1692,255430.194
1693,168981.488
1694,182650.984
1695,171112.596
1696,261315.944
1697,172283.812
1698,346338.618
1699,340414.152
1700,240791.533
1701,277756.91
1702,266158.057
1703,263095.362
1704,310221.831
1705,241101.017
1706,447097.59
1707,209715.971
1708,209924.141
1709,270994.229
1710,233918.855
1711,266389.946
1712,245472.945
1713,243406.89
1714,220811.211
1715,201911.216
1716,175947.446
1717,161659.046
1718,136434.848
1719,205729.438
1720,252063.268
1721,165263.236
1722,129932.758
1723,157805.715
1724,209386.941
1725,228170.063
1726,190790.691
1727,173214.357
1728,186764.196
1729,163397.36
1730,170995.487
1731,125330.333
1732,131465.63
1733,125409.839
1734,130831.566
1735,133077.304
1736,119503.472
1737,373813.312
1738,221940.1
1739,251974.491
1740,193905.627
1741,177610.496
1742,177098.82
1743,174863.185
1744,322657.077
1745,231650.916
1746,270863.363
1747,217837.65
1748,221653.588
1749,162894.303
1750,145237.568
1751,232393.722
1752,125782.198
1753,148504.087
1754,214234.971
1755,162798.786
1756,124292.62033333333
1757,123999.515
1758,147685.333
1759,163498.521
1760,160667.254
1761,153696.455
1762,172358.519
1763,162757.45
1764,120647.992
1765,174284.515
1766,169675.854
1767,203391.124
1768,140830.907
1769,168159.267
1770,141236.493
1771,138208.007
1772,144249.477
1773,140192.247
1774,135785.823
1775,131209.719
1776,126250.366
1777,117067.23
1778,128911.07
1779,127397.945
1780,177946.767
1781,131123.084
1782,97116.095
1783,136332.874
1784,101002.961
1785,113868.468
1786,145015.85
1787,164964.544
1788,66127.267
1789,98733.93
1790,79486.497
1791,185875.893
1792,158022.057
1793,135194.94666666668
1794,140869.9216666667
1795,140364.18
1796,129558.299
1797,116536.014
1798,124212.947
1799,113280.239
1800,131375.991
1801,131199.658
1802,159866.621
1803,158619.007
1804,140047.83
1805,133294.925
1806,116276.514
1807,151105.385
1808,129371.067
1809,128176.819
1810,144374.501
1811,120289.303
1812,118739.234
1813,123647.02
1814,100936.947
1815,64551.234
1816,101510.081
1817,124218.683
1818,144166.613
1819,119278.95
1820,81450.122
1821,122515.442
1822,154529.85
1823,58716.135
1824,131631.154
1825,132326.591
1826,102753.189
1827,108469.541
1828,134109.75
1829,112516.316
1830,157101.385
1831,173858.932
1832,116083.974
1833,145915.228
1834,137600.046
1835,180895.673
1836,130490.576
1837,104767.746
1838,134409.057
1839,90898.541
1840,168301.277
1841,150195.218
1842,98726.85
1843,139671.426
1844,133061.251
1845,144064.545
1846,146459.839
1847,151774.531
1848,69078.519
1849,134591.562
1850,129355.597
1851,148032.072
1852,126707.899
1853,133303.98033333334
1854,168915.021
1855,156216.759
1856,218323.764
1857,172440.711
1858,158259.433
1859,144983.485
1860,151257.49
1861,144710.47
1862,257874.344
1863,255092.898
1864,255093.798
1865,315786.295
1866,321885.405
1867,241547.356
1868,318219.294
1869,197591.636
1870,258617.119
1871,237731.215
1872,171365.208
1873,228321.753
1874,140061.401
1875,210001.78
1876,199292.954
1877,208035.751
1878,214087.679
1879,134480.814
1880,137758.11666666667
1881,240736.267
1882,267812.924
1883,199699.595
1884,220426.541
1885,262512.63
1886,312888.427
1887,198603.713
1888,285721.163
1889,160610.502
1890,133110.682
1891,140248.71766666666
1892,113247.765
1893,137159.698
1894,130568.977
1895,148382.28
1896,126537.204
1897,119758.902
1898,109608.702
1899,130525.297
1900,140924.923
1901,159788.521
1902,142630.343
1903,221909.897
1904,136972.285
1905,180693.219
1906,147539.803
1907,198342.349
1908,113899.58866666666
1909,130631.99833333332
1910,124110.775
1911,199400.304
1912,263120.143
1913,145361.501
1914,71267.17
1915,324759.836
1916,69962.221
1917,263474.178
1918,138448.4
1919,161618.78
1920,159490.334
1921,413989.095
1922,311726.893
1923,213358.626
1924,236332.379
1925,217989.865
1926,385406.91
1927,139178.363
1928,158205.827
1929,125663.865
1930,131027.49733333333
1931,139259.89752380952
1932,140974.738
1933,166687.182
1934,181115.786
1935,175483.351
1936,189866.326
1937,186076.302
1938,169542.464
1939,252602.968
1940,209598.813
1941,177360.073
1942,192576.487
1943,211183.058
1944,311936.802
1945,369996.415
1946,168134.297
1947,314336.77
1948,170857.559
1949,234887.009
1950,179371.723
1951,273182.561
1952,234632.857
1953,159962.373
1954,204298.561
1955,136544.453
1956,258602.549
1957,169407.225
1958,323526.473
1959,141939.78
1960,118134.994
1961,122731.66033333335
1962,91783.31
1963,102419.163
1964,114634.696
1965,149420.468
1966,153370.446
1967,292197.575
1968,404483.849
1969,382460.2
1970,408194.268
1971,395557.295
1972,355072.021
1973,279835.528
1974,316650.153
1975,463625.682
1976,280909.893
1977,348011.663
1978,345553.321
1979,328303.057
1980,191657.756
1981,336628.533
1982,242607.574
1983,220525.453
1984,168140.774
1985,210684.933
1986,217683.442
1987,183615.77
1988,178503.046
1989,185455.143
1990,216436.731
1991,203346.704
1992,214694.399
1993,172174.905
1994,245941.53
1995,182252.37
1996,270078.39
1997,302476.977
1998,364883.882
1999,253785.763
2000,306653.873
2001,270451.814
2002,234301.424
2003,260751.467
2004,277959.631
2005,243693.16
2006,225037.38
2007,258693.014
2008,208828.269
2009,193936.901
2010,190179.098
2011,142648.715
2012,179290.449
2013,182222.879
2014,190607.83
2015,194591.308
2016,194795.614
2017,207047.756
2018,126823.446
2019,134636.40933333334
2020,124156.141
2021,116897.303
2022,178474.798
2023,150386.144
2024,230699.956
2025,369587.711
2026,182666.957
2027,142537.21733333333
2028,152652.134
2029,172588.379
2030,275649.844
2031,252638.074
2032,267326.249
2033,266030.062
2034,162952.86
2035,206697.634
2036,215754.735
2037,222038.513
2038,317521.701
2039,232003.325
2040,370947.218
2041,287223.39
2042,204423.129
2043,167191.735
2044,165824.544
2045,220512.2
2046,137429.658
2047,153810.02
2048,134821.558
2049,137424.12
2050,176645.986
2051,113117.403
2052,137102.538
2053,144147.766
2054,90128.233
2055,159298.29
2056,138861.288
2057,127529.991
2058,219437.397
2059,130142.434
2060,156909.72
2061,169835.275
2062,138924.0
2063,113722.313
2064,137896.601
2065,126401.277
2066,178253.019
2067,132423.746
2068,139000.708
2069,91851.854
2070,113476.337
2071,92877.912
2072,139272.973
2073,138941.485
2074,182363.606
2075,146302.609
2076,123768.023
2077,148758.136
2078,130303.548
2079,139311.39
2080,116700.578
2081,125862.418
2082,135403.203
2083,146201.847
2084,114364.153
2085,132874.288
2086,123251.171
2087,126956.2
2088,115098.211
2089,90763.503
2090,133612.859
2091,125434.798
2092,137716.856
2093,134704.244
2094,134766.209
2095,150512.165
2096,89430.081
2097,102987.584
2098,146968.458
2099,62827.72
2100,118593.539
2101,122907.218
2102,150202.228
2103,106988.322
2104,134258.184
2105,127490.942
2106,78468.556
2107,240322.004
2108,120658.964
2109,119655.144
2110,124118.162
2111,160556.875
2112,130682.872
2113,118692.768
2114,109835.861
2115,142919.081
2116,115161.029
2117,142333.157
2118,120228.5
2119,106839.497
2120,113965.515
2121,112854.7
2122,104762.943
2123,95261.84
2124,188601.868
2125,132099.612
2126,168509.258
2127,155881.35
2128,134125.787
2129,102567.555
2130,148610.853
2131,163106.334
2132,123521.685
2133,112996.054
2134,120860.201
2135,104272.305
2136,96759.579
2137,117339.325
2138,136779.65
2139,149014.963
2140,138761.784
2141,135259.518
2142,135952.065
2143,143818.766
2144,116995.798
2145,135006.025
2146,147963.721
2147,161165.473
2148,129052.909
2149,135284.467
2150,224949.844
2151,129966.079
2152,157480.203
2153,156780.846
2154,115664.713
2155,132368.434
2156,231060.763
2157,232943.612
2158,234617.873
2159,210503.291
2160,167314.409
2161,253497.451
2162,430297.062
2163,339381.579
2164,258839.655
2165,172976.53
2166,145133.4233333333
2167,205338.187
2168,209311.938
2169,194634.63
2170,218104.822
2171,145304.875
2172,138609.461
2173,162881.457
2174,238271.344
2175,299816.889
2176,334469.237
2177,252877.574
2178,232501.339
2179,144701.6116666667
2180,201683.512
2181,192736.48
2182,228886.633
2183,197280.231
2184,139469.449
2185,128745.425
2186,142530.8963333333
2187,143710.239
2188,154358.994
2189,191406.729
2190,113536.044
2191,114746.358
2192,97615.426
2193,101392.3
2194,108459.486
2195,115040.518
2196,120304.825
2197,113997.883
2198,156029.442
2199,160627.607
2200,137135.107
2201,137733.888
2202,202023.387
2203,162695.591
2204,169645.179
2205,114522.39
2206,135230.706
2207,247463.869
2208,234653.503
2209,188494.628
2210,117962.225
2211,114547.638
2212,113983.697
2213,107900.779
2214,139587.1
2215,106122.781
2216,144202.956
2217,72116.975
2218,99520.914
2219,84737.19
2220,85091.579
2221,325250.639
2222,241617.912
2223,248677.011
2224,214288.425
2225,149944.912
2226,182371.096
2227,196889.88
2228,280008.252
2229,247860.418
2230,157029.251
2231,203110.473
2232,182741.863
2233,176400.447
2234,259398.732
2235,203849.497
2236,289934.507
2237,367774.396
2238,203272.607
2239,125287.936
2240,162193.694
2241,146463.622
2242,135258.80333333332
2243,129671.254
2244,98169.113
2245,94095.646
2246,140319.829
2247,109813.493
2248,124877.933
2249,128178.988
2250,136413.362
2251,127845.259
2252,176880.177
2253,157110.67
2254,180454.974
2255,194242.95
2256,180233.998
2257,207397.296
2258,172686.013
2259,182075.915
2260,143845.693
2261,199478.164
2262,230778.258
2263,322840.678
2264,420781.58
2265,168124.37
2266,275470.312
2267,390913.162
2268,369222.721
2269,165116.579
2270,182301.071
2271,234416.484
2272,201564.647
2273,163389.045
2274,172989.993
2275,162673.669
2276,169688.077
2277,188848.908
2278,156109.964
2279,124451.572
2280,118703.297
2281,178466.718
2282,176509.069
2283,96817.452
2284,102287.82
2285,151482.666
2286,130742.352
2287,333904.512
2288,273380.33
2289,404375.973
2290,409498.986
2291,316752.681
2292,402845.911
2293,453886.85
2294,373195.197
2295,456117.625
2296,291720.836
2297,306438.633
2298,311817.165
2299,387078.893
2300,317087.008
2301,276359.928
2302,228697.919
2303,241248.598
2304,239599.089
2305,183347.11966666667
2306,184289.73666666666
2307,187632.148
2308,221697.311
2309,280088.916
2310,227310.398
2311,190576.462
2312,179320.224
2313,175989.513
2314,173551.099
2315,173868.493
2316,190000.591
2317,180532.976
2318,175837.363
2319,175929.676
2320,177983.364
2321,259019.322
2322,172822.672
2323,178857.11433333333
2324,165398.723
2325,214917.262
2326,166050.776
2327,210974.022
2328,218363.738
2329,185397.902
2330,179588.181
2331,347664.163
2332,365529.577
2333,303492.046
2334,254053.263
2335,258524.196
2336,330580.133
2337,208153.323
2338,291086.483
2339,230473.104
2340,404857.484
2341,219787.387
2342,249424.73
2343,220636.758
2344,229301.957
2345,239166.536
2346,225301.748
2347,203077.874
2348,228685.873
2349,160024.207
2350,281035.925
2351,258603.322
2352,258154.929
2353,220028.005
2354,127863.855
2355,155343.909
2356,151711.435
2357,200874.471
2358,201315.328
2359,125900.862
2360,121979.408
2361,138473.891
2362,263631.73
2363,140037.794
2364,149160.71
2365,229825.682
2366,201526.893
2367,221314.474
2368,201748.852
2369,224324.785
2370,171864.537
2371,173474.323
2372,182594.228
2373,262150.575
2374,297485.843
2375,252721.361
2376,264658.61
2377,374553.88
2378,138168.626
2379,208656.875
2380,142052.786
2381,160339.55
2382,182531.524
2383,208029.035
2384,233688.323
2385,152603.55
2386,139604.775
2387,136851.985
2388,127382.497
2389,129714.518
2390,140670.821
2391,134958.549
2392,117582.736
2393,159931.799
2394,141843.213
2395,209427.156
2396,146384.436
2397,191350.717
2398,126168.834
2399,71491.67
2400,68413.08
2401,118276.449
2402,137005.411
2403,134127.502
2404,151802.419
2405,157373.202
2406,137146.63666666666
2407,126991.827
2408,133494.574
2409,134390.128
2410,164195.705
2411,124787.043
2412,150368.238
2413,139080.325
2414,136464.608
2415,132381.514
2416,127039.032
2417,128047.202
2418,126133.281
2419,128216.06
2420,128451.406
2421,149410.726
2422,121146.217
2423,130301.781
2424,144508.151
2425,174920.993
2426,133896.407
2427,134553.397
2428,173807.965
2429,117059.366
2430,131080.9773333333
2431,117223.782
2432,135801.068
2433,142945.5
2434,143569.277
2435,152868.42
2436,112367.806
2437,109885.067
2438,126008.367
2439,111865.992
2440,125922.436
2441,108878.708
2442,104224.383
2443,114716.233
2444,122026.881
2445,97923.499
2446,131740.176
2447,227000.179
2448,147529.435
2449,117848.779
2450,159032.405
2451,128241.265
2452,224782.458
2453,103232.464
2454,131102.32
2455,109227.56
2456,137441.021
2457,122440.12
2458,112653.221
2459,111527.825
2460,137447.951
2461,118917.281
2462,128142.374
2463,120641.922
2464,170891.03
2465,135703.671
2466,121345.521
2467,151753.508
2468,98193.281
2469,93849.89
2470,194530.715
2471,204758.775
2472,170934.44
2473,128559.569
2474,111516.029
2475,227872.469
2476,116979.676
2477,131907.383
2478,159463.522
2479,119084.689
2480,143601.526
2481,121471.273
2482,133554.321
2483,119723.616
2484,125263.023
2485,126151.189
2486,159103.429
2487,178234.571
2488,150076.634
2489,151255.14
2490,151610.63
2491,96574.983
2492,183300.389
2493,149436.361
2494,163962.39
2495,120885.715
2496,220640.032
2497,145715.934
2498,117740.844
2499,105623.51
2500,131211.104
2501,136278.899
2502,144803.796
2503,114589.265
2504,192816.744
2505,214780.465
2506,258940.325
2507,343400.023
2508,256164.413
2509,222412.693
2510,236650.55
2511,187079.519
2512,217932.994
2513,218593.035
2514,242734.079
2515,148154.326
2516,160639.72247619048
2517,134640.136
2518,142642.165
2519,225949.272
2520,209950.638
2521,192414.224
2522,218356.066
2523,132818.163
2524,140176.136
2525,146364.715
2526,137538.457
2527,112973.775
2528,128914.949
2529,133379.879
2530,117627.668
2531,239047.527
2532,229131.285
2533,205002.967
2534,246503.734
2535,303673.374
2536,232146.753
2537,240540.238
2538,183354.988
2539,187708.698
2540,178613.977
2541,180423.405
2542,160368.781
2543,129728.251
2544,133812.781
2545,135534.26
2546,141240.436
2547,136418.7983333333
2548,164643.68
2549,158883.311
2550,606382.032
2551,139882.09766666667
2552,119993.182
2553,112284.561
2554,124245.92
2555,107381.697
2556,102596.517
2557,117682.515
2558,155480.226
2559,135585.93
2560,127696.5
2561,136452.081
2562,130731.895
2563,145083.498
2564,165550.607
2565,133081.797
2566,139060.593
2567,134374.133
2568,184184.57
2569,184456.865
2570,116934.88166666665
2571,171243.238
2572,207095.472
2573,237879.947
2574,306440.726
2575,123678.76
2576,130425.885
2577,157482.065
2578,99105.671
2579,79146.159
2580,133424.399
2581,134546.348
2582,119485.895
2583,288780.485
2584,160824.45266666665
2585,178634.394
2586,207792.361
2587,208805.771
2588,153688.864
2589,143633.66000000003
2590,223227.101
2591,223356.516
2592,221757.129
2593,255782.251
2594,174823.502
2595,212345.13
2596,355371.903
2597,187820.62
2598,258369.308
2599,315203.12
2600,158266.899
2601,132617.05233333333
2602,87012.925
2603,96795.233
2604,89899.48
2605,85342.269
2606,144833.88966666666
2607,173289.09
2608,185416.34
2609,164376.752
2610,115363.245
2611,150470.451
2612,154122.133
2613,128580.5
2614,122811.955
2615,151927.182
2616,139796.477
2617,167552.549
2618,174541.462
2619,211935.473
2620,185514.525
2621,184614.74
2622,189947.845
2623,253504.441
2624,257718.142
2625,332061.989
2626,166625.447
2627,200904.557
2628,382739.658
2629,468705.272
2630,330687.765
2631,434957.301
2632,364410.428
2633,311103.148
2634,380866.255
2635,150039.23166666666
2636,195195.256
2637,164903.981
2638,244393.465
2639,182634.191
2640,153710.657
2641,107415.022
2642,190436.188
2643,104356.604
2644,130265.444
2645,96399.133
2646,90695.454
2647,96916.761
2648,139878.3523333333
2649,143617.958
2650,149817.406
2651,149944.205
2652,418751.244
2653,262081.137
2654,241597.875
2655,376380.733
2656,320166.714
2657,331712.734
2658,280857.365
2659,299482.998
2660,329297.343
2661,347920.007
2662,356825.864
2663,279521.791
2664,271644.271
2665,308964.241
2666,280794.444
2667,169619.215
2668,179172.433
2669,179220.675
2670,290297.81
2671,180642.778
2672,177714.621
2673,206981.245
2674,209090.202
2675,164635.596
2676,188108.889
2677,199642.505
2678,255989.62
2679,274420.377
2680,288096.241
2681,371019.286
2682,329844.219
2683,475479.737
2684,308329.45
2685,337381.938
2686,256624.606
2687,326390.491
2688,238505.31
2689,222523.579
2690,490034.403
2691,190876.564
2692,133064.373
2693,194676.232
2694,129679.618
2695,191419.874
2696,186197.943
2697,196031.349
2698,199935.281
2699,178454.232
2700,165935.062
2701,154975.211
2702,116191.372
2703,155893.561
2704,141720.497
2705,129480.299
2706,121776.071
2707,122810.822
2708,136158.526
2709,116786.823
2710,127800.318
2711,273641.5
2712,363243.293
2713,172116.009
2714,149140.157
2715,176093.944
2716,161627.10333333333
2717,183163.285
2718,235147.961
2719,154656.602
2720,164231.4
2721,141999.715
2722,159092.55
2723,143281.58233333332
2724,130917.55000000002
2725,135538.442
2726,145292.65
2727,161119.265
2728,165092.493
2729,152202.425
2730,145702.625
2731,118190.552
2732,119560.706
2733,163594.464
2734,138598.786
2735,132870.606
2736,141441.209
2737,124156.375
2738,135150.157
2739,155320.711
2740,131979.813
2741,152023.523
2742,150886.493
2743,153015.645
2744,144911.825
2745,136929.6433333333
2746,134486.216
2747,156476.61
2748,125793.443
2749,132489.193
